nom_du_musee,année,region,ville,payant,gratuit,total,id_museofile
Musée Hôtel le Vergeur,2012,CHAMPAGNE-ARDENNES,REIMS,7222,285,7507,
Musée d'Histoire de Bastia,2012,CORSE,BASTIA,15153,5735,20888,
Musée Départemental Pascal Paoli,2012,CORSE,MOROSAGLIA,4926,1795,6721,
Musée de la résistance et de la Déportation,2012,FRANCHE-COMTE,BESANCON,57142,0,57142,
Musée Beurnier-Rossel,2012,FRANCHE-COMTE,MONTBELIARD,654,3311,3965,
Musée Sarret de Grozon,2012,FRANCHE-COMTE,ARBOIS,314,1275,1589,
Musée du Jouet,2012,FRANCHE-COMTE,MOIRANS-EN-MONTAGNE,26138,6004,32142,
Musée Municipal Saint-John Perse,2012,GUADELOUPE,POINTE-A-PITRE,2170,345,2515,
Musée Départemental Albert-Kahn,2012,ILE-DE-FRANCE,BOULOGNE-BILLANCOURT,88329,37212,125541,
Musée des Années Trente,2012,ILE-DE-FRANCE,BOULOGNE-BILLANCOURT,36245,0,36245,
Musée Français de la Carte à Jouer,2012,ILE-DE-FRANCE,ISSY-LES-MOULINEAUX,4736,17329,22065,
Musée - Atelier Rodin (Annexe du musée de Paris),2012,ILE-DE-FRANCE,MEUDON,5426,7722,13148,
Musée de l'Île-de-France,2012,ILE-DE-FRANCE,SCEAUX,16507,11670,28177,
Musée de l'Armée,2012,ILE-DE-FRANCE,PARIS,842999,561740,1404739,
Crypte Archéologique du Parvis Notre-Dame,2012,ILE-DE-FRANCE,PARIS,44395,121780,166175,
Les Catacombes,2012,ILE-DE-FRANCE,PARIS,225344,36156,261500,
Musée de Montmartre,2012,ILE-DE-FRANCE,PARIS,57000,3000,60000,
Etablissement public du musée d'Orsay et de l'Orangerie - Musée d'Orsay,2012,ILE-DE-FRANCE,PARIS,2186025,1393105,3579130,
Institut du Monde Arabe,2012,ILE-DE-FRANCE,PARIS,151500,106499,257999,
"Musée des Transports Urbains, Interurbains et Ruraux",2012,ILE-DE-FRANCE,CHELLES,300,2000,2300,
Château-musée de Nemours,2012,ILE-DE-FRANCE,NEMOURS,4055,4331,8386,
Ecomusée,2012,ILE-DE-FRANCE,SAVIGNY-LE-TEMPLE,178,4912,5090,
Musée d'Art et d'Histoire,2012,ILE-DE-FRANCE,SAINT-DENIS,2612,18816,21428,
Musée de la Ville,2012,ILE-DE-FRANCE,MONTIGNY LE BRETONNEUX,2076,8105,10181,
Musée d'Archéologie Nationale (des origines à l'an mille) - Château de st-Germain-en-Laye,2012,ILE-DE-FRANCE,SAINT-GERMAIN-EN-LAYE,20892,77799,98691,
Musée des Beaux-Arts,2012,LANGUEDOC-ROUSSILLON,CARCASSONNE,0,51000,51000,
Musée Archéologique du Lauragais,2012,LANGUEDOC-ROUSSILLON,CASTELNAUDARY,396,400,796,
Musée Archéologique,2012,LANGUEDOC-ROUSSILLON,SALLELES D'AUDE,6393,345,6738,
Carré d'Art Musée d'Art Contemporain de Nîmes,2012,LANGUEDOC-ROUSSILLON,NIMES,14616,23460,38076,
Musée d'Histoire Naturelle et de Préhistoire,2012,LANGUEDOC-ROUSSILLON,NIMES,0,45784,45784,
Musée de l'Etang de Thau,2012,LANGUEDOC-ROUSSILLON,BOUZIGUES,14535,1679,16214,
Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération,2012,LANGUEDOC-ROUSSILLON,LATTES,12174,11082,23256,
Musée de la Préhistoire des Matelles,2012,LANGUEDOC-ROUSSILLON,LES MATELLES,1284,0,1284,
Musée de Préhistoire Régionale et du Mégalithisme,2012,LANGUEDOC-ROUSSILLON,SAINT-PONS-DE-THOMIERES,1389,1267,2656,
Musée d'Art Moderne - Fonds Peskè,2012,LANGUEDOC-ROUSSILLON,COLLIOURE,11788,5055,16843,
Musée de Cerdagne,2012,LANGUEDOC-ROUSSILLON,SAINTE-LEOCADIE,2897,1063,3960,
Musée Labenche d'Art et d'Histoire,2012,LIMOUSIN,BRIVE-LA-GAILLARDE,2686,31539,34225,
Musée du Président Jacques Chirac,2012,LIMOUSIN,SARRAN,29157,8236,37393,
Musée Départemental d'Art Contemporain,2012,LIMOUSIN,ROCHECHOUART,7103,5698,12801,
Musée des Beaux-Arts de Nancy,2012,LORRAINE,NANCY,31562,57179,88741,
Musée Jules Bastien-Lepage - Musée de la Fortification,2012,LORRAINE,MONTMEDY,11263,2498,13761,
Musée de la Bière et du Pays de Stenay,2012,LORRAINE,STENAY,7576,12488,20064,
Centre Pompidou de Metz (collections nationales decentralisées),2012,LORRAINE,METZ,285859,190571,476430,
Musée du Pays de Sarrebourg,2012,LORRAINE,SARREBOURG,10004,10930,20934,
"Jardin d'Hiver, Musée de La Faïence",2012,LORRAINE,SARREGUEMINES,7060,3674,10734,
Musée Louis Français,2012,LORRAINE,PLOMBIERES-LES-BAINS,162,190,352,
Musée Charles Friry,2012,LORRAINE,REMIREMONT,357,956,1313,
Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges,2012,LORRAINE,SAINT-DIE-DES-VOSGES,3309,13592,16901,
Musée de La Canne,2012,MARTINIQUE,LES TROIS ILETS,10547,3348,13895,
Musée Municipal de Millau,2012,MIDI-PYRENEES,MILLAU,4051,12402,16453,
Musée Fenaille,2012,MIDI-PYRENEES,RODEZ,7302,9827,17129,
Musée Campanaire,2012,MIDI-PYRENEES,L'ISLE JOURDAIN,5823,1091,6914,
Musée Paul Dupuy,2012,MIDI-PYRENEES,TOULOUSE,3649,7229,10878,
Musée Massey,2012,MIDI-PYRENEES,TARBES,8340,9360,17700,
Musée Henri Martin,2012,MIDI-PYRENEES,CAHORS,4522,8882,13404,
"Musée Archéologique ""Armand-Viré""",2012,MIDI-PYRENEES,LUZECH,335,352,687,
Musée Gallo-Romain d'Uxellodunum,2012,MIDI-PYRENEES,MARTEL,493,63,556,
Musée Eugénie et Maurice Guérin,2012,MIDI-PYRENEES,ANDILLAC,1772,2820,4592,
Musée des Beaux-Arts,2012,MIDI-PYRENEES,GAILLAC,2037,2808,4845,
"Forum Antique de Bavay, Musée Archéologique du Département du Nord",2012,NORD-PAS-DE-CALAIS,BAVAY,25559,6647,32206,
Musée d'Archéologie et d'Histoire Locale,2012,NORD-PAS-DE-CALAIS,DENAIN,0,4500,4500,
Ecomusée de la Région,2012,NORD-PAS-DE-CALAIS,FOURMIES,25747,12681,38428,
Musée des Beaux-Arts,2012,NORD-PAS-DE-CALAIS,ROUBAIX,125349,123635,248984,
Musée des Beaux-Arts,2012,NORD-PAS-DE-CALAIS,VALENCIENNES,16294,23181,39475,
Musée d'Art Moderne de Lille Métropole,2012,NORD-PAS-DE-CALAIS,VILLENEUVE-D'ASCQ,108581,47537,156118,
Musée Quentovic,2012,NORD-PAS-DE-CALAIS,ETAPLES-SUR-MER,2307,721,3028,
Musée du Débarquement,2012,BASSE-NORMANDIE,ARROMANCHES,300950,12058,313008,
Musée des Beaux-Arts,2012,BASSE-NORMANDIE,CAEN,32164,32766,64930,
Musée de la Meunerie - Moulin de Marcy,2012,BASSE-NORMANDIE,LE MOLAY-LITTRY,3137,3517,6654,
Paléospace / Musée Paléontologique,2012,BASSE-NORMANDIE,VILLERS-SUR-MER,40016,5506,45522,
Musée de la Guerre et de la Libération,2012,BASSE-NORMANDIE,CHERBOURG-EN-COTENTIN,3473,6191,9664,
Muséum Emmanuel Liais,2012,BASSE-NORMANDIE,CHERBOURG-EN-COTENTIN,0,15284,15284,
Musée du Vieux Granville,2012,BASSE-NORMANDIE,GRANVILLE,10743,0,10743,
Musée du Château de Flers,2012,BASSE-NORMANDIE,FLERS,2247,4262,6509,
Musée Municipal,2012,HAUTE-NORMANDIE,BERNAY,1402,12350,13752,
Musée Artisanal et Industriel d'Instruments à Vent,2012,HAUTE-NORMANDIE,LA COUTURE-BOUSSEY,2994,1549,4543,
Musée Municipal,2012,HAUTE-NORMANDIE,LOUVIERS,334,8314,8648,
Musée Départemental Pierre Corneille,2012,HAUTE-NORMANDIE,LE PETIT-COURONNE,696,3495,4191,
Musée Mathon-Durand,2012,HAUTE-NORMANDIE,NEUFCHATEL-EN-BRAY,495,1796,2291,
Musée Le Secq des Tournelles,2012,HAUTE-NORMANDIE,ROUEN,5279,9426,14705,
Musée de la Céramique,2012,HAUTE-NORMANDIE,ROUEN,4222,7265,11487,
Musée Municipal des Ivoires,2012,HAUTE-NORMANDIE,YVETOT,780,462,1242,
Musée du Pays de Guérande et de la Porte Saint Michel,2012,PAYS DE LA LOIRE,GUERANDE,21671,7603,29274,
Muséum d'Histoire Naturelle de Nantes,2012,PAYS DE LA LOIRE,NANTES,27380,60137,87517,
Musée du Château des Ducs de Bretagne,2012,PAYS DE LA LOIRE,NANTES,78048,89559,167607,
Muséum des Sciences Naturelles,2012,PAYS DE LA LOIRE,ANGERS,3030,15808,18838,
Musée Joseph Denais,2012,PAYS DE LA LOIRE,BEAUFORT-EN-VALLEE,5010,4454,9464,
Musée Jules-Desbois,2012,PAYS DE LA LOIRE,PARCAY-LES-PINS,2293,2219,4512,
Musée de l'Ardoise,2012,PAYS DE LA LOIRE,TRELAZE,10776,4416,15192,
Musée Archéologique Départemental de Jublains,2012,PAYS DE LA LOIRE,JUBLAINS,8087,19930,28017,
Musée de l'Ardoise et de la Géologie,2012,PAYS DE LA LOIRE,RENAZE,994,338,1332,
Musée de la Reine Bérengère,2012,PAYS DE LA LOIRE,LE MANS,1887,4788,6675,
Bibliothèque-musée,2012,PAYS DE LA LOIRE,SAINT-CALAIS,0,944,944,
Musée de Fontenay-le-Comte,2012,PAYS DE LA LOIRE,FONTENAY-LE-COMTE,1884,3009,4893,
Musée ornithologique Charles-Payraudeau,2012,PAYS DE LA LOIRE,LA-CHAIZE-LE-VICOMTE,287,474,761,
Musée Clemenceau et de Lattre-de-Tassigny,2012,PAYS DE LA LOIRE,MOUILLERON-EN-PAREDS,1634,4466,6100,
Musée Municipal de Soissons,2012,PICARDIE,SOISSONS,0,30747,30747,
Musée d'Art et d'Archéologie,2012,PICARDIE,SENLIS,2062,6742,8804,
Musée-Historial de la Grande Guerre,2012,PICARDIE,PERONNE,59591,9452,69043,
Cité International de la Bande Dessinée et de l'Image - Musée de la Bande Dessinée,2012,POITOU-CHARENTES,ANGOULEME,13344,44239,57583,
Muséum d'Histoire Naturelle,2012,POITOU-CHARENTES,LA ROCHELLE,11703,42315,54018,
Musée Ernest Cognacq,2012,POITOU-CHARENTES,SAINT-MARTIN-DE-RE,6088,5653,11741,
Musée de Salagon,2012,PROVENCE-ALPES-CÔTE D'AZUR,MANE,38820,0,38820,
Musée de la Faïence,2012,PROVENCE-ALPES-CÔTE D'AZUR,MOUSTIERS-SAINTE-MARIE,2743,6028,8771,
Musée Renoir,2012,PROVENCE-ALPES-CÔTE D'AZUR,CAGNES-SUR-MER,976,311,1287,
Musée de Préhistoire Régionale,2012,PROVENCE-ALPES-CÔTE D'AZUR,MENTON,0,8904,8904,
Musée d'Art Naïf Anatole Jakovsky,2012,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,22499,22499,
Musée des Beaux-Arts Jules Chéret,2012,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,56120,56120,
Musée Matisse,2012,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,152811,152811,
Musée d'Art Moderne et d'Art Contemporain,2012,PROVENCE-ALPES-CÔTE D'AZUR,NICE,2657,138689,141346,
Musée Picasso la guerre et la paix à Vallauris,2012,PROVENCE-ALPES-CÔTE D'AZUR,VALLAURIS,19793,11213,31006,
Muséum d'Histoire Naturelle,2012,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,12052,26246,38298,
Musée Camarguais,2012,PROVENCE-ALPES-CÔTE D'AZUR,ARLES,8880,10012,18892,
Musée Réattu,2012,PROVENCE-ALPES-CÔTE D'AZUR,ARLES,32399,20834,53233,
Musée de l'Uniforme - Musée de la Légion Etrangère,2012,PROVENCE-ALPES-CÔTE D'AZUR,PUYLOUBIER,0,8418,8418,
Musée Folklorique du Vieux Lambesc,2012,PROVENCE-ALPES-CÔTE D'AZUR,LAMBESC,0,2060,2060,
Musée d'Art Contemporain - Galeries Contemporaines,2012,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,22393,0,22393,
Muséum d'Histoire Naturelle,2012,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,7669,43363,51032,
Musée Grobet-Labadié,2012,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,1936,8536,10472,
Musée Ziem,2012,PROVENCE-ALPES-CÔTE D'AZUR,MARTIGUES,0,13691,13691,
Musée des Alpilles,2012,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-REMY-DE-PROVENCE,3674,12089,15763,
Musée de l'Artillerie,2012,PROVENCE-ALPES-CÔTE D'AZUR,DRAGUIGNAN,0,20420,20420,
Musée Archéologique Gallo-Romaine du Var,2012,PROVENCE-ALPES-CÔTE D'AZUR,FREJUS,4010,6398,10408,
Musée d'Art et d'Archéologie,2012,PROVENCE-ALPES-CÔTE D'AZUR,TOULON,0,14846,14846,
Muséum d'Histoire Naturelle Esprit Requien,2012,PROVENCE-ALPES-CÔTE D'AZUR,AVIGNON,0,13880,13880,
Musée Sobirats,2012,PROVENCE-ALPES-CÔTE D'AZUR,CARPENTRAS,223,568,791,
Musée Marc Deydier,2012,PROVENCE-ALPES-CÔTE D'AZUR,CUCURON,0,4383,4383,
Musée-Bibliothèque François Pétrarque,2012,PROVENCE-ALPES-CÔTE D'AZUR,FONTAINE-DE-VAUCLUSE,2128,762,2890,
Musée du Bugey-Valmorey,2012,RHONE-ALPES,LOCHIEU,2226,1966,4192,
Musée de la Résistance et de la Déportation de l'Ain,2012,RHONE-ALPES,NANTUA,6217,3583,9800,
Musée Chintreuil,2012,RHONE-ALPES,PONT-DE-VAUX,5704,1661,7365,
Musée Louis Jourdan,2012,RHONE-ALPES,SAINT-PAUL-DE-VARAX,180,100,280,
Musée des Vans,2012,RHONE-ALPES,LES VANS,470,622,1092,
Musée du Rhône,2012,RHONE-ALPES,TOURNON-SUR-RHÔNE,8896,9846,18742,
Musée d'Archéologie Tricastine,2012,RHONE-ALPES,SAINT-PAUL-TROIS-CHATEAUX,2956,2479,5435,
Musée des Vallées de Thônes,2012,RHONE-ALPES,THONES,670,1130,1800,
Musée du Chablais,2012,RHONE-ALPES,THONON-LES-BAINS,3636,2272,5908,
Musée d'Huez et de l'Oisans,2012,RHONE-ALPES,ALPE D'HUEZ,781,319,1100,
Muséum d'Histoire Naturelle de Grenoble,2012,RHONE-ALPES,GRENOBLE,15395,56151,71546,
Maison du Patrimoine de Hières-sur-Amby,2012,RHONE-ALPES,HIERES SUR AMBY,5381,1226,6607,
Musée Hector Berlioz,2012,RHONE-ALPES,LA-COTE-SAINT-ANDRE,0,12968,12968,
Musée des Beaux-Arts et d'Archéologie,2012,RHONE-ALPES,VIENNE,1860,3502,5362,
Musée Lucien Mainssieux,2012,RHONE-ALPES,VOIRON,0,6106,6106,
Musée d'Allard,2012,RHONE-ALPES,MONTBRISON,2322,7733,10055,
Musée d'Art Moderne et Contemporain,2012,RHONE-ALPES,SAINT-ETIENNE,29263,25121,54384,
Musée des Beaux-Arts,2012,RHONE-ALPES,LYON,123999,203689,327688,
Musée des Confluences,2012,RHONE-ALPES,LYON,0,23042,23042,
Musée Archéologique,2012,RHONE-ALPES,SAINT-ROMAIN-EN-GAL,19907,54402,74309,
Ecomusée du Haut Beaujolais,2012,RHONE-ALPES,THIZY-LES-BOURGS,0,993,993,
Musée des Charmettes,2012,RHONE-ALPES,CHAMBERY,1031,22306,23337,
Musée Municipal,2012,ST PIERRE ET MIQUELON,SAINT-PIERRE ET MIQUELON,2590,781,3371,
Musée de la Poterie,2013,ALSACE,BETSCHDORF,1844,200,2044,
Maison de l'Archéologie des Vosges du Nord,2013,ALSACE,NIEDERBRONN-LES-BAINS,1616,3525,5141,
Musée Alsacien,2013,ALSACE,STRASBOURG,30492,31869,62361,
Musée des Beaux-Arts,2013,ALSACE,STRASBOURG,29946,25888,55834,
Musée d'Unterlinden,2013,ALSACE,COLMAR,127745,23133,150878,
Musée des Amis de Thann,2013,ALSACE,THANN,597,1325,1922,
Musée des Beaux-Arts et d'Archéologie,2013,AQUITAINE,LIBOURNE,0,15089,15089,
Musée Historique de l'Hydravion,2013,AQUITAINE,BISCARROSSE,14414,609,15023,
Musée Despiau-Wlérick,2013,AQUITAINE,MONT-DE-MARSAN,0,27557,27557,
Ecomusée de la Grande Lande,2013,AQUITAINE,SABRES,58741,12197,70938,
Musée d'Art et d'Histoire du Cap de Gascogne,2013,AQUITAINE,SAINT-SEVER,0,837,837,
Musée des Beaux-Arts,2013,AQUITAINE,AGEN,8465,15599,24064,
Musée Municipal Albert Marzelles,2013,AQUITAINE,MARMANDE,0,4933,4933,
Muséum d'Histoire Naturelle,2013,AQUITAINE,BAYONNE,0,21372,21372,
Musée Basque et de l'Histoire de Bayonne,2013,AQUITAINE,BAYONNE,16196,21884,38080,
Musée Edmond Rostand,2013,AQUITAINE,CAMBO-LES-BAINS,72065,11321,83386,
Musée Charles-Louis Philippe,2013,AUVERGNE,CERILLY,192,141,333,
Musée Rieckotter,2013,AUVERGNE,NERIS-LES-BAINS,702,343,1045,
Musée Paléontologique,2013,AUVERGNE,MENAT,407,70,477,
Musée des Peintres de l'Ecole de Murols,2013,AUVERGNE,MUROL,3913,203,4116,
Musée Municipal de la Coutellerie,2013,AUVERGNE,THIERS,19964,4243,24207,
Musée Alésia - Centre d'Interprétation,2013,BOURGOGNE,ALISE-SAINTE-REINE,86154,15231,101385,
Musée Noisot,2013,BOURGOGNE,FIXIN,197,181,378,
Musée Municipal,2013,BOURGOGNE,SEMUR-EN-AUXOIS,1148,5677,6825,
Musée du Costume,2013,BOURGOGNE,CHATEAU-CHINON,3881,1527,5408,
Musée d'Art et d'Histoire Romain Rolland,2013,BOURGOGNE,CLAMECY,2218,2048,4266,
Musée de la Mine,2013,BOURGOGNE,BLANZY,9663,1953,11616,
Ecomusée de la Communauté Le Creusot-Monceau-Les-Mines,2013,BOURGOGNE,LE CREUSOT,4662,6517,11179,
"L'Atelier d'un Journal"" de Louhans - Musée Municipal",2013,BOURGOGNE,LOUHANS,1635,4174,5809,
Musée de la Tour du Moulin,2013,BOURGOGNE,MARCIGNY,1096,327,1423,
Ecomusée de la Bresse Bourguignonne,2013,BOURGOGNE,PIERRE-DE-BRESSE,25249,17980,43229,
Musée des Arts Naïfs et Populaires de Noyers sur Serein,2013,BOURGOGNE,NOYERS-SUR-SEREIN,2024,737,2761,
Musée du Château de Dinan,2013,BRETAGNE,DINAN,13773,6574,20347,
Ecomusée d'Ouessant - Vivre sur une Ile,2013,BRETAGNE,OUESSANT,7195,1171,8366,
Ecomusée du Pays de Rennes,2013,BRETAGNE,RENNES,14363,37050,51413,
Musée de Bretagne,2013,BRETAGNE,RENNES,14381,36150,50531,
Musée d'Histoire et d'Archéologie de Vannes,2013,BRETAGNE,VANNES,2162,4507,6669,
Musée de Préhistoire du Grand Pressigny,2013,CENTRE,LE GRAND PRESSIGNY,8992,9131,18123,
Musée Balzac,2013,CENTRE,SACHE,25214,14160,39374,
Musée Municipal Théâtre Forain et Archéologique,2013,CENTRE,ARTENAY,7847,3299,11146,
Musée du Château-Fort,2013,CHAMPAGNE-ARDENNES,SEDAN,50794,1777,52571,
Musée Municipal,2013,CHAMPAGNE-ARDENNES,BOURBONNE-LES-BAINS,0,2403,2403,
Musée d'Art et d'Histoire,2013,CHAMPAGNE-ARDENNES,LANGRES,4373,807,5180,
Musée Napoléonien,2013,CORSE,AJACCIO,5244,2573,7817,
Musée de Plein Air des Maisons Comtoises,2013,FRANCHE-COMTE,NANCRAY,32397,12633,45030,
Musée de Pontarlier,2013,FRANCHE-COMTE,PONTARLIER,1170,6350,7520,
Musée Baron Martin,2013,FRANCHE-COMTE,GRAY,3548,2658,6206,
Musée Départemental de la Montagne Albert Demard,2013,FRANCHE-COMTE,LE HAUT-DU-THEM,3890,2952,6842,
Musée Sarret de Grozon,2013,FRANCHE-COMTE,ARBOIS,958,1324,2282,
Musée des Salines,2013,FRANCHE-COMTE,SALINS-LES-BAINS,68194,6371,74565,
Musée Départemental Albert-Kahn,2013,ILE-DE-FRANCE,BOULOGNE-BILLANCOURT,67035,38348,105383,
Musée des Années Trente,2013,ILE-DE-FRANCE,BOULOGNE-BILLANCOURT,9866,13479,23345,
Musée Roybet Fould,2013,ILE-DE-FRANCE,COURBEVOIE,0,11654,11654,
Cité de la céramique - Sèvres & Limoges,2013,ILE-DE-FRANCE,SEVRES,23858,22331,46189,
Musée du Moyen Age-Thermes et Hôtel de Cluny,2013,ILE-DE-FRANCE,PARIS,148232,152258,300490,
Crypte Archéologique du Parvis Notre-Dame,2013,ILE-DE-FRANCE,PARIS,68662,154737,223399,
Maison de Balzac,2013,ILE-DE-FRANCE,PARIS,616,43422,44038,
Etablissement public du musée d'Orsay et de l'Orangerie - Musée de l'Orangerie,2013,ILE-DE-FRANCE,PARIS,627768,285041,912809,
Musée du Louvre,2013,ILE-DE-FRANCE,PARIS,5635387,3498880,9134267,
Musée National Eugène Delacroix,2013,ILE-DE-FRANCE,PARIS,42756,21652,64408,
Musée de la Chasse et de la Nature,2013,ILE-DE-FRANCE,PARIS,21003,29269,50272,
Musée des Arts Décoratifs (Union Centrale des Arts Décoratifs),2013,ILE-DE-FRANCE,PARIS,245239,236193,481432,
Musée Nissim de Camondo (UCAD),2013,ILE-DE-FRANCE,PARIS,37146,14815,51961,
Musée National des Techniques,2013,ILE-DE-FRANCE,PARIS,134156,155230,289386,
Institut du Monde Arabe,2013,ILE-DE-FRANCE,PARIS,182806,99694,282500,
Musée de Provins et du Provinois,2013,ILE-DE-FRANCE,PROVINS,15640,5578,21218,
Musée d'Art et d'Histoire,2013,ILE-DE-FRANCE,SAINT-DENIS,2759,17182,19941,
Musée Fragonard,2013,ILE-DE-FRANCE,MAISONS-ALFORT,3314,4928,8242,
Musée de la Ville,2013,ILE-DE-FRANCE,MONTIGNY LE BRETONNEUX,4241,3759,8000,
Muséum d'Histoire Naturelle,2013,LA REUNION,SAINT-DENIS,0,47182,47182,
Musée Historique de Villèle,2013,LA REUNION,SAINT-GILLES-LES-HAUTS,17113,26445,43558,
Musée-Bibliothèque Pierre-André Benoît,2013,LANGUEDOC-ROUSSILLON,ALES,5572,17054,22626,
Musée Cévenol,2013,LANGUEDOC-ROUSSILLON,LE VIGAN,1840,2782,4622,
Musée des Beaux-Arts,2013,LANGUEDOC-ROUSSILLON,NIMES,3264,12886,16150,
Musée Départemental d'Art Sacré du Gard,2013,LANGUEDOC-ROUSSILLON,PONT-SAINT-ESPRIT,152,9041,9193,
Musée de l'Etang de Thau,2013,LANGUEDOC-ROUSSILLON,BOUZIGUES,14489,1904,16393,
Musée Fabre,2013,LANGUEDOC-ROUSSILLON,MONTPELLIER,195794,86275,282069,
Musée de Cerdagne,2013,LANGUEDOC-ROUSSILLON,SAINTE-LEOCADIE,4162,662,4824,
Musée de Tautavel,2013,LANGUEDOC-ROUSSILLON,TAUTAVEL,56568,9101,65669,
Musée de la Mémoire et des Industries Tullistes,2013,LIMOUSIN,TULLE,0,3787,3787,
Musée René Baubérot,2013,LIMOUSIN,CHATEAUPONSAC,2327,562,2889,
Musée Départemental d'Art Contemporain,2013,LIMOUSIN,ROCHECHOUART,7124,5875,12999,
Les Sources d'Hercule,2013,LORRAINE,DENEUVRE,2926,578,3504,
Musée de l'Ecole de Nancy,2013,LORRAINE,NANCY,24411,19700,44111,
Musée Départemental du Sel,2013,LORRAINE,MARSAL,3876,9979,13855,
"Jardin d'Hiver, Musée de La Faïence",2013,LORRAINE,SARREGUEMINES,5338,6162,11500,
Musée Départemental Georges de la Tour,2013,LORRAINE,VIC-SUR-SEILLE,8259,11772,20031,
Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique,2013,MARTINIQUE,FORT-DE-FRANCE,4887,2878,7765,
Musée de La Canne,2013,MARTINIQUE,LES TROIS ILETS,10763,2855,13618,
Musée du Textile et du Peigne en Corne,2013,MIDI-PYRENEES,LAVELANET,1396,507,1903,
Musée d'Archéologie,2013,MIDI-PYRENEES,MONTSEGUR,0,17599,17599,
Musée Joseph Vaylet,2013,MIDI-PYRENEES,ESPALION,2462,1560,4022,
Musée de l'Armagnac,2013,MIDI-PYRENEES,CONDOM,2445,445,2890,
Musée Archéologique,2013,MIDI-PYRENEES,EAUZE,4319,1863,6182,
Musée des Beaux-Arts et des Arts Décoratifs,2013,MIDI-PYRENEES,MIRANDE,519,340,859,
Muséum d'Histoire Naturelle,2013,MIDI-PYRENEES,TOULOUSE,124863,118569,243432,
Musée Georges Labit,2013,MIDI-PYRENEES,TOULOUSE,5696,12102,17798,
Musée Saint-Raymond,2013,MIDI-PYRENEES,TOULOUSE,12606,39337,51943,
Musée Massey,2013,MIDI-PYRENEES,TARBES,5853,7261,13114,
Musée de l'Automate,2013,MIDI-PYRENEES,SOUILLAC,15952,3151,19103,
Musée Eugénie et Maurice Guérin,2013,MIDI-PYRENEES,ANDILLAC,1460,2405,3865,
Musée Départemental du Textile,2013,MIDI-PYRENEES,LA-BASTIDE-ROUAIROUX,2735,3231,5966,
Musée du Pays Rabastinois,2013,MIDI-PYRENEES,RABASTENS,743,3272,4015,
Musée Théodore Calbet,2013,MIDI-PYRENEES,GRISOLLES,0,5061,5061,
Musée Portuaire,2013,NORD-PAS-DE-CALAIS,DUNKERQUE,28590,32399,60989,
Musée d'Histoire Locale de Marchiennes,2013,NORD-PAS-DE-CALAIS,MARCHIENNES,212,292,504,
Musée d'Art Moderne de Lille Métropole,2013,NORD-PAS-DE-CALAIS,VILLENEUVE-D'ASCQ,103670,48217,151887,
Musée Quentovic,2013,NORD-PAS-DE-CALAIS,ETAPLES-SUR-MER,3020,726,3746,
Musée d'Histoire et d'Archéologie,2013,NORD-PAS-DE-CALAIS,HARNES,0,2891,2891,
Musée Municipal,2013,NORD-PAS-DE-CALAIS,LE TOUQUET-PARIS-PLAGE,3336,3490,6826,
Musée des Beaux-Arts,2013,BASSE-NORMANDIE,CAEN,102162,64354,166516,
Musée d'Art et d'Histoire de Lisieux,2013,BASSE-NORMANDIE,LISIEUX,23,3042,3065,
Musée de la Guerre et de la Libération,2013,BASSE-NORMANDIE,CHERBOURG-EN-COTENTIN,3311,6076,9387,
Musée Richard Anacréon,2013,BASSE-NORMANDIE,GRANVILLE,9796,6613,16409,
Musée du Vieux Granville,2013,BASSE-NORMANDIE,GRANVILLE,5702,6929,12631,
Musée Christian Dior,2013,BASSE-NORMANDIE,GRANVILLE,48238,0,48238,
Musée des Beaux-Arts,2013,BASSE-NORMANDIE,SAINT-LO,9077,0,9077,
Musée Municipal - Musée du Jouet,2013,BASSE-NORMANDIE,LA FERTE-MACE,226,7,233,
Musée du Verre et de la Pierre,2013,HAUTE-NORMANDIE,CONCHES-EN-OUCHE,2312,2935,5247,
Musée Municipal,2013,HAUTE-NORMANDIE,LOUVIERS,0,10403,10403,
Musée Alfred Canel,2013,HAUTE-NORMANDIE,PONT-AUDEMER,324,6145,6469,
Musée des Terres-Neuvas et de la Pêche,2013,HAUTE-NORMANDIE,FECAMP,2498,1543,4041,
Musée des Traditions et Arts Normands,2013,HAUTE-NORMANDIE,MARTAINVILLE-EPREVILLE,9483,17190,26673,
Musée-Maison Natale Pierre Corneille,2013,HAUTE-NORMANDIE,ROUEN,0,5717,5717,
MUNAE - Musée National de l'Education,2013,HAUTE-NORMANDIE,ROUEN,3733,5562,9295,
Musée Flaubert et d'Histoire de la Médecine,2013,HAUTE-NORMANDIE,ROUEN,4318,3055,7373,
